company_name,Number_of_Jobs,Average_Rating
.,2,3.6
iQuest Management Consultants,2,3.6
i-Qode Digital Solutions Private Limited,2,4.8
32co,2,3.6
3Shool Technology Consultants,2,3.6
unionsystems technologies,2,4.3
tsworks,2,5.0
Fello,2,3.5
Episode Six Inc,2,3.6
Envecon It Systems,2,2.7
Medtek Dot Ai,2,3.1
Top MNC Company,2,3.6
"Top B2C/B2B Corporate,MNC in IT Services Domain",2,3.6
mycityband,2,3.6
moglix,2,3.3
Idemia Syscom,2,3.8
Idemia Group,2,3.8
Enthuziastic,2,3.7
sharpheads,2,3.6
Ideapoke,2,2.3
3 Brothers Agri Export,1,3.8
tuv Rheinland,1,4.1
upGrad,1,3.3
vnnogile,1,4.3
www.kaushalhr.com,1,3.6
xTenTeam,1,3.6
-,1,3.6
protiviti india,1,3.6
sRide,1,4.0
smashr global client,1,3.6
spiro,1,3.6
suzva.com,1,3.6
3sixty It Solutions,1,4.0
3menstudio,1,4.9
3i Infotech,1,3.5
3across,1,3.6
3Di Systems,1,3.5
orcapod,1,3.6
one of the MNC company,1,3.6
multi client,1,3.6
mastertrust,1,3.4
lightcast,1,4.4
kezan,1,3.6
k24 staffing solutions,1,3.6
A Fintech- Payment Domain,1,3.6
A Client of Ventures HRD Centre,1,3.6
A Client of TEAM RECRUITERS (TRADING PLATFORM),1,3.6
A Client of GSS Partners,1,3.6
Iflair Web Technologies,1,3.6
Idreambiz,1,3.4
Idoss Technologies,1,3.6
Identixweb,1,3.3
Idealake Information Technologies,1,3.2
Ideaboard,1,4.3
Idbi Capital,1,3.7
Icubespro,1,3.6
Icresset,1,3.6
Icreate,1,1.9
Icon Client,1,3.6
ISS SDB Security Services,1,4.1
IPS group,1,3.6
INTIME IT SERVICES PRIVATE LIMITED,1,3.6
INSTINCT,1,3.6
IKS HEALTH,1,3.6
IHLD MedTech,1,3.6
IGO Agri Techfarms,1,4.6
IFS India Mercantile,1,4.8
IDP,1,3.6
IDM Works It Solutions Global,1,3.8
IDFC FIRST Bank,1,3.9
IConflux,1,1.6
ICONMA,1,3.6
ICG Medical,1,2.3
Imaginators Try Going Beyond,1,3.6
Illuminz,1,2.7
Ilink Talent Solutions,1,3.6
Iktara Data Science,1,3.6
Ikon Marketing Consultants,1,3.6
Igloble Solutions,1,4.9
Ifour Technolab,1,3.4
Incquet Solutions,1,3.6
Incode Technologies,1,3.6
Incanus Technologies,1,3.3
Inaaya Daycare & Activity Centre,1,5.0
InLane Technologies,1,3.6
In Time Tec,1,3.2
Improx Data And Cloud Consulting,1,1.0
Impresio Studio,1,3.6
Impelsys,1,3.0
Impactiva,1,3.9
Impact Guru,1,3.5
Immidart Technologies,1,3.3
Imedhas,1,3.6
Imarque Solutions,1,3.1
Imanage,1,4.6
IIFL Finance,1,4.0
I3nanotec,1,3.8
I-ray It Solutions,1,4.5
I Market & Manage,1,3.6
I Dream Education,1,3.3
Hyundai Motor,1,4.1
Hyundai Glovis,1,3.6
Hytech Professionals,1,3.2
Hyrezy Talent Solutions,1,3.6
Hyperthink Systems,1,2.4
India Glycols Limited,1,3.6
Indexial,1,4.5
Indbank Global Support Services,1,3.2
Inda Seo,1,1.6
Incusol,1,3.6
Incubyte Datatech,1,4.4
IncubXperts,1,3.7
Humanetics Innovative,1,4.4
Humanebits,1,4.4
Indicosmic Capital,1,3.4
Indiassetz Infra Services,1,3.7
Indianoil Total,1,3.8
Indian MNC in IT Services Domain,1,3.6
Indian Institute of Technology Kanpur (IITK),1,3.9
Indian Institute of Patent and Trademark Education and Research,1,4.5
IndiaMART,1,3.5
IndiaFilings,1,3.7
India's topmost FMCG Conglomerate,1,3.6
India's leading executive search and Talent advisory firm,1,4.2
India's leading business house.,1,3.6
ICA Edu Skills,1,3.8
IBS Software,1,3.5
IBEForuM,1,3.6
Induspect India,1,3.6
Indusind Bank,1,3.4
Inductus Consultants,1,2.5
Indsafri,1,3.6
Indovation Lab,1,3.6
Indoqubix Cloudtech,1,3.2
Indo Global Esupport,1,3.5
Indo Count Industries,1,3.5
Indix,1,3.6
Indigo Information Systems,1,3.7
Indifi Technologies,1,3.6
Hygienic Research Institute,1,3.6
Hyfun Foods,1,4.2
Huquo Consulting,1,3.6
Hunger Inc,1,3.9
Humanware Solution,1,1.1
Htsm Technologies,1,2.4
Hsquare Sports,1,3.6
Hrassistance India Consultancy,1,3.5
Hr365 India,1,3.4
Houston Systems,1,4.2
Houseeazy,1,4.4
House Of Diagnostics,1,4.1
HotelHub,1,2.8
Infiniti Software Solutions,1,4.4
Infiniti Power,1,4.7
Infinit O,1,2.2
Infimetrics Info Solutions,1,3.6
Infidigit,1,3.8
Inevitable Infotech,1,3.9
Industry:NBFC,1,3.6
Industry Inc,1,3.6
Homelane,1,3.3
Homein,1,3.6
Homebell Interiors,1,3.6
Hollister Global Business Service India,1,4.1
Infoblox,1,3.8
Infoaxon Technologies India,1,3.0
InfoVision Inc.,1,3.6
Info Solution,1,2.6
Influencermarketing.Ai,1,3.6
Infizius,1,3.6
Infinnium,1,4.8
Infinizi,1,2.9
Infinity Jobs Noida,1,3.6
Human Asset Management Services,1,3.6
Hubotx Labs,1,3.6
Hubhopper,1,4.4
Hiring for one of the service based MNC,1,3.6
Infozion Technologies,1,5.0
Infosystem Consulting,1,3.6
Infoseeds,1,3.6
Informatics Publishing,1,3.9
Inforizon,1,3.6
Infoneo,1,3.5
Infomerics,1,3.5
Infomerica,1,3.3
Infomatics,1,3.1
Infogrowth,1,3.6
Hospital Equipment Manufacturing Company,1,2.9
Hornbill Drone Technologies,1,3.6
Hops Healthcare,1,2.5
Hopequre Wellness Solutions,1,4.0
Honeybeez,1,3.6
Hire Bridge Consultancy,1,3.6
Inmorphis Services,1,4.1
Inlogic Technologies,1,3.4
Initor Global,1,2.7
Inito,1,3.7
Inhyma Solutions,1,3.6
Ingsol,1,4.1
Ingeniworx Business Solutions,1,3.7
Ingenium It,1,4.1
Infyshine,1,3.6
Infynno Solutions,1,3.2
Hni Gbsc,1,3.4
Hmsa Consultancy,1,3.6
Hiyoshi India,1,3.0
Hiya Digital,1,4.5
Hiring for renowned Service based company,1,3.6
Innovary Technologies,1,3.6
Innova AM Tech,1,4.2
Innotek Furniture Fittings,1,3.6
Innostax Software Labs,1,3.2
Innoppl,1,4.2
Innolead Connoisseurs Consulting,1,3.6
Innofied Solution,1,3.7
Hiring for one of the Big4 Company,1,3.6
Hiring for a Leading IT MNC,1,3.6
Hiring for a GCC,1,3.6
Hiring for - Leading IT Co.,1,3.6
Hiring Mavericks,1,3.6
"Hiring For MIS Analyst - US based consulting - Gurgaon , Cyberpark (1 year contract-renewable)",1,3.6
Hireginie,1,3.6
Hireflex247,1,3.6
Hire IT People Inc,1,3.6
Hinduja Tech,1,3.1
Hinduja Housing Finance,1,3.7
Hilti,1,3.3
Highway Roop Precision Technologies,1,3.9
Highbury Consulting Services,1,3.6
High School Moms,1,1.8
High Career Mumbai,1,4.0
Hg Insights Com,1,3.6
Inshorts,1,3.5
Inquizity,1,2.3
Inox Neo Energies Ltd.,1,3.9
Inoryasoft,1,2.9
Inorganic Chemical Producers,1,3.6
Innovins Technologies,1,3.1
Innovatily,1,3.0
Innovatics,1,4.5
Hexadecimal Software,1,3.6
Hevo Technologies,1,4.0
Herox,1,1.4
Heroic Cybersecurity,1,3.6
Hero Fincorp,1,3.9
Instem,1,3.4
Instatalent Recruit,1,3.6
Inspyretek Solutions,1,3.6
Inspirisys,1,3.7
Insolare Energy,1,3.8
Insoft Innovations,1,3.6
Insigno Quipment Technologies (India) Private Limited,1,2.6
Insight Global,1,3.6
Insight Advisors,1,1.6
Hindustan Pencils,1,4.1
Hinduja Tmt,1,3.3
Intechhub Solutions,1,3.9
Intech Engineering And Equipments,1,3.6
Intecai Digital,1,2.3
Intas,1,4.1
Intact Insurance Brokers,1,3.6
IntVerse IT Solutions Private Limited,1,3.6
Int9 Solutions,1,3.6
Insync Analytics,1,2.4
Insurtech:,1,3.6
Insuredmine Infotech India PVT LTD,1,3.6
Institute of Information Security IIS,1,1.2
Instinctools,1,3.6
Instinct Digital,1,3.1
Hexnode,1,3.3
Hexira Digital,1,3.6
Hexagon Infosoft,1,3.6
Heera Software,1,3.4
Heavy Engineering Industry,1,3.6
Hear.Com,1,3.5
Healthworksai,1,2.6
Healthflex,1,3.7
Healthark Wellness Solutions,1,3.6
HealthCare.com,1,3.3
Hdfc Securities,1,3.4
Hdfc Sales,1,3.9
Intelizest,1,3.7
Inteliqo Technologies,1,3.6
Inteligenai,1,3.8
Intelegain Technologies,1,3.1
"Integral Information Systems, Pune",1,3.6
Integra Global Solutions,1,3.5
Intechspace Technologies,1,4.2
International Shared Support Centree D,1,1.5
International Homoeo Research,1,3.6
"International Forum for Environment, Sustainability Technology (iFOREST)",1,3.3
Interintel Global Tech Solutions,1,3.6
Interactive Brokers,1,3.2
InterSources Inc,1,3.6
Intent Amplify,1,4.1
Intensiv-filter Himenviro,1,4.0
Intelliworkz Business Solutions,1,1.3
Intelliswift - an LTTS Company,1,3.6
Intellial,1,1.9
Intellect Software Solutions,1,3.0
Hemant And Nandita,1,2.7
Helpage India,1,4.0
Hegoch,1,3.6
Heerasoft Technologies,1,3.6
Investmentor Securities,1,3.6
Investec Global Services India,1,3.1
Inventyv Software Services,1,2.8
Invas Technologies,1,3.4
Inube,1,3.2
Introspective Market Research,1,3.1
Introlligent,1,2.4
IntouchCX,1,2.7
Inthink Knowledge Ventures,1,3.2
Intforce Software,1,3.6
Interviewbit Software Services,1,3.5
Intersoft Data Labs,1,3.6
"Interra Information Technologies, Inc",1,3.2
Interpath Ltd,1,3.6
Internet Soft,1,2.7
International Solar Alliance,1,4.9
Haworth,1,3.8
Havas Media,1,3.2
Hashtechy,1,2.6
Hashstudioz Technologies,1,4.0
Hashira Fintech India,1,3.6
Hash Agile Technologies,1,4.1
Hartley Lab,1,3.3
Harman International,1,3.8
Harf IT Solutions,1,3.6
Harbour Trendz,1,4.2
Ionixx Technologies,1,3.9
Ionic Info Solutions,1,4.5
Ion Exchange,1,3.7
Inxite Out,1,4.5
Inxee Systems,1,2.8
Invixium,1,3.7
Han River Technology,1,3.4
Halder Venture,1,3.5
Hadwise Infotech,1,3.6
Hackersera India (opc),1,1.7
Iron Systems,1,3.2
Irish Taylor & Co,1,1.0
Irama Global Services,1,1.0
Iraje Software,1,3.4
Ipsos,1,3.1
Ipexcel Services,1,3.8
Ipdigital Technologies,1,3.4
Iotech Designs,1,3.6
Iote Technologies,1,3.6
Hcds Technologies,1,2.9
Hazel Systems,1,4.8
Hays,1,3.3
Ivakya Solutions,1,3.6
Itspectrum Solutions,1,4.6
Itransparity Online,1,4.2
Ithink Logistics,1,3.5
Itester,1,4.0
Itechnotion,1,4.8
Itarang Technologies Llp,1,3.6
Italia Ceramics,1,3.8
It minds,1,3.6
Issac Technologies,1,4.0
Ishan Group,1,3.7
Isagebrum Technologies,1,3.6
Harbinger Techventures,1,3.6
"HappyFox, Inc",1,3.1
Hansuttam Finance,1,3.6
Hangar Worldwide,1,3.9
HR Mind,1,3.6
HR Central,1,3.6
HR Anjali- 9687676365,1,3.6
HPL Electric & Power,1,3.7
HNR Tech,1,4.7
HH Global,1,3.8
Jacobs,1,4.2
JSM Technologies,1,3.3
JK Tech,1,3.8
JIS University,1,3.5
JIL Information Technology,1,3.7
JCPenney,1,3.8
JAY Jalaram Technologies,1,4.7
J.D Jones & Company,1,3.0
J P CHAWLA & CO. LLP,1,4.0
Ivedha,1,3.2
Jewelex India,1,4.0
Jesper Apps Software Services,1,3.4
Jensen Hughes,1,3.6
Jenoptik India,1,1.8
Jazzx Ai,1,3.6
Jay Chemical Industries,1,3.9
Jason School,1,3.6
Jashubhai Group,1,3.4
Jarvis Consultancy & Services,1,3.6
Janakalyan Financial Services Pvt. Ltd.,1,3.6
Jaivel Aerospace,1,1.7
Jain Info- X LLP,1,1.0
Jai Research Foundation,1,4.2
Jaguar Land Rover,1,4.0
Jagruti Rehabilitation Center,1,3.8
HTC Global Services,1,3.6
HDFC Credila,1,3.7
HARP,1,3.6
H&mv Engineering,1,2.8
H R D Diamond Institute,1,4.1
H B Fuller,1,3.6
Gyrus systems,1,4.8
Gypsum Structural,1,2.9
Gyan It Consulting,1,4.6
Gururo,1,3.6
Gunn Solution,1,2.6
Jinrai Technologies,1,3.6
Jindal Steel Limited,1,3.9
Jindal SAW Ltd.,1,4.0
Jindal Online.com Ltd,1,3.6
Jidoka Technologies,1,3.6
Jforce Solutions,1,2.3
Gryphon Hytech Services,1,4.0
Growthspree,1,4.5
Growtharc Technologies,1,4.1
Growmor Strategic Management P. Ltd.,1,5.0
Jodo,1,3.7
Jobsmill Business Solutions Pvt Limited,1,3.6
Jobpoint,1,3.6
Jobaaj Com,1,3.6
JobSeeker Consultants,1,3.6
Job24by7,1,3.6
Job Solutions,1,3.6
Jmoon Technologies,1,3.6
Jjsoft Techno,1,4.7
Jivika Agri,1,2.9
Jio bp,1,3.6
HELYXON Healthcare,1,1.8
Grintex,1,4.0
Grids And Guides,1,3.6
Greystar,1,3.7
Justforpay,1,3.6
Jupiter Business Systems,1,4.6
Jumpcloud,1,2.9
Juego Studio,1,4.1
Jovox,1,3.6
Jovial Digital Services,1,3.6
Jossmin Valves And Automations,1,3.6
Josh Technology Group,1,2.6
Johnnette Technologies,1,4.2
Gun Marine Services (GMS),1,3.0
Gullysystem,1,4.0
Guenstiger.de,1,3.2
Gtropy Systems,1,3.9
KPI Suitetech,1,3.6
KP Excellence,1,2.9
KOR Energy,1,4.4
KKR,1,2.7
KK Valuation Services,1,5.0
KGK Group,1,3.3
KBS Creations,1,4.4
KAY Multimedia Solution,1,3.6
K Raheja Corp,1,4.1
K D Hospital,1,4.5
Jyothy Labs,1,4.0
Group 108,1,4.4
Ground Zero,1,3.0
Gromo,1,4.3
Grocio,1,3.6
GroMo,1,2.9
Kapture Crm,1,3.2
Kapston Services Limited,1,4.0
Kapitus Strategy Services,1,4.2
Kapgrow Corporate Advisory Services Pvt. Ltd,1,1.1
Kankei Relationship Marketing Services,1,3.4
Kanakavalli Retail Venturess,1,4.5
Kalpesh Group,1,3.6
Kalpakaaru Project,1,3.8
Kalkey Solutions,1,3.6
Kalim Group Of Companies,1,3.6
Kaleesuwari Refinery and Industry (KRIPL),1,3.9
Kaba Group,1,5.0
KW Homes,1,4.9
KRG Technologies,1,4.3
KPMG Assurance and Consulting Services LLP,1,3.4
KPMG,1,3.6
Greenthumbs,1,3.6
Greensturn,1,1.5
Greensoft,1,3.6
Greenland Investment Management,1,2.3
Greenitco Technologies,1,3.2
Greencell Mobility,1,3.5
Greenarc Capital,1,4.1
Greenai Services,1,3.6
Green-cad It Consulting,1,1.2
Green Valley Academy,1,3.6
Green Soft Solutions,1,4.1
Green Packaging Industries,1,4.2
Green Leaf's Client,1,3.6
Karomi Technology,1,3.5
Karini Ai,1,5.0
Kapu Gems Llp,1,2.6
Grant Thornton,1,3.4
Grand View Research,1,3.2
Kemsys Technologies,1,3.0
Kemin Industries,1,4.2
Kelsa Works,1,3.6
Keeptruckin,1,3.8
Keasis Inc,1,3.6
Kazhuga,1,3.6
Kazam,1,3.6
Kayzen,1,4.3
Kawen Manpower,1,3.6
Kaufman Rossin,1,4.0
Kastech,1,3.6
Karvy Infotech,1,4.1
Karuna Management Services,1,3.6
GreyOrange,1,3.0
Godrej koerber Supply Chain Ltd,1,3.0
Godrej Properties,1,4.0
Goda Agro Tech,1,2.0
Kids Age,1,3.0
Kiash solutions,1,3.6
Khan Global Studies,1,3.2
Kh Skill Academy,1,3.6
Kerten Hospitality,1,3.6
Kepio Engineering Services,1,3.5
Kenil Network,1,2.7
Greeksoft,1,3.3
Great Place to Work,1,3.6
Graycell Technologies,1,3.7
Gravity Infosoft,1,3.6
Gratuity Consulting Services,1,3.6
Grass Roots Research & Creation,1,4.7
Globe Ecologistics,1,4.2
Globally renowned large MNC with pan India presence,1,3.6
Klarin Technologies,1,3.6
Kiwitech,1,3.6
Kitecyber,1,3.6
Kisan Kalyan Foundation,1,3.6
Kiprosh,1,4.7
Kinesso,1,3.1
Kinara Capital,1,4.2
Kilonewtons,1,3.6
Gramian Consulting,1,3.6
Graas.AI,1,3.0
Goodland Surveys,1,1.9
Goldenlion Consulting Services,1,3.4
GoldenHIre Consultancy,1,3.6
Goibibo,1,2.5
Koo,1,2.6
"Kontoor Brands, Inc.",1,3.7
Konnect Insights,1,3.9
Konceptogen Healthcare,1,3.6
Koita Foundation,1,3.6
Koimoi,1,2.4
Kognitiv,1,3.3
Kobie Marketing,1,3.6
Knowmax,1,1.5
Kloudflux Technologies,1,3.6
Gobind Machinery Work,1,3.6
Gnanam Institute For Training In Advanced Analytics,1,3.6
GlowTouch,1,3.0
Glow Valley,1,3.6
Globus Thenken,1,3.7
Globetrend Climate Impact,1,3.6
Global Opportunity,1,3.6
Global Nanotech,1,3.6
Global Infrastructure Advisory Services,1,2.9
Global Infoways,1,3.3
Global Giant MNC,1,3.6
Global Garner Sales Services,1,3.0
Global Fpo,1,3.7
Krazy Bee Services,1,3.5
Kpisoft Technologies,1,3.5
Kozma & Kozma,1,3.6
Kotak Securities Limited,1,3.4
Kotak Mahindra Bank,1,3.6
Kotak Investment Advisors,1,3.6
Kornferry,1,3.6
Korn Ferry,1,3.6
Koottu Inc,1,3.6
Kyt Ventures,1,3.6
Kyptronix,1,4.2
Kwality Polythreads,1,2.7
Kushagramati Anaytics,1,3.6
Kus Software,1,4.0
Kunshan Q Tech Microelectronics,1,3.6
Kumaran Systems,1,3.2
Kronicle Research,1,2.0
Kritikal Securescan,1,3.0
Krishna Technologies,1,3.6
Krishagni Solutions,1,3.9
Krisala Buildtech Llp,1,3.5
Krib Information Services,1,4.8
KrazyBee,1,3.5
Global Technology Company,1,3.6
Global Solutions,1,4.2
Glenninfo Techindia,1,3.8
Glenmark Pharmaceuticals,1,3.8
Glean,1,4.1
Give My Certificate,1,3.6
Gitf Consulting Services India,1,3.6
Giskernel Technologies,1,3.6
Girikon Solutions,1,3.6
LRP Captivators,1,3.9
LRN Corporation,1,3.5
LPL Financial,1,1.7
LPG Distributor,1,4.6
LOGESYS SOLUTIONS INDIA PRIVATE LIMITED,1,3.9
LIC Mutual Fund (LICMF),1,3.6
LEANworx,1,4.1
L&T Finance,1,3.9
Kyzer Software,1,2.9
Getech Systems,1,3.6
Getclarity Fintech Services,1,3.4
Get Place,1,3.6
German MNC,1,3.6
Lalbaba Engineering Group,1,3.3
Laksh Human Resource,1,3.6
Ladera Technology,1,3.6
Labhya Foundation,1,3.0
Labcorp Laboratories,1,3.9
LabVantage Solutions,1,3.7
La Renon Healthcare,1,4.2
La Freightlift,1,2.9
LTIMindtree,1,3.6
LSC Lifesciences,1,3.6
LRQA sustainability,1,3.3
Global Education,1,4.0
Launchio Consulting,1,3.6
Latitude Technolabs,1,3.1
LateShipment.com,1,4.0
Lashika Skincare,1,4.8
Largest IT Consulting,1,3.6
Large Software Product Development Firm,1,3.6
Large IT MNC,1,3.6
Landytech India,1,3.1
Lancetech Solutions,1,3.6
Lance Labs,1,3.6
Lambdatest,1,4.0
Giant MNC,1,3.6
Gharuda Infotech,1,4.2
GharSeNaukri,1,3.6
Getlabs,1,3.6
Getfive Corporate Advisors,1,3.5
Geninvo,1,3.8
GenieTalk.ai,1,3.9
Genesys,1,4.0
Genea,1,4.5
Gemini Exports,1,2.9
Geincept,1,3.0
Leading Data Science Solutions Company - Healthcare,1,3.6
Leading Company in IT Domain,1,3.6
Leading Bank,1,3.6
Leading BPO,1,3.6
Leading B2B content & digital services provider,1,3.6
LeadSoc Technologies,1,4.1
Lawful Legal,1,3.6
Lava International,1,3.8
Laundryheap Limited,1,3.0
Launchveda,1,3.6
Leading Indian IT Company,1,3.6
Leading IT Service MNC,1,3.6
Leading IT Organisation,1,3.6
Leading IT MNC,1,3.6
Leading IT Companies,1,3.6
Leading Global technology Services,1,3.6
Leading Global Investment Bank (via Big 4 MNC),1,3.6
Leading Global IT Service and Consulting Organisation,1,3.6
Leading General Insurance Co.,1,3.6
Leading Firm in Insurance (IMF) Domain,1,3.6
Leading EdTech Technology Company @ Delhincr,1,3.6
Leading E-Commerce MNC,1,3.6
Geostat Informatics,1,3.3
Genworth,1,3.2
Genspark India,1,3.6
Genius Technology,1,3.5
Gaurav Bhagat Academy,1,3.6
Gaur Construction,1,4.3
Gauge Data Solutions,1,3.4
Gassin Pierre Pvt. Ltd.,1,3.4
Leading client,1,3.6
Leading chemical company,1,3.6
Leading US based IT and ITES Industry,1,3.6
Leading US Product Co - Great place to work certified,1,3.6
Leading Payment Company,1,3.6
Leading Media Brand,1,3.6
Leading Maritime software development and IT excellence,1,3.6
Leading MNC into Steam Manufacturing,1,3.6
Leading MNC Consulting Firm,1,3.6
Leading Insurance Domain,1,3.6
Leading Indian IT Service Company,1,3.6
Leading Indian IT MNC,1,3.6
Games2win,1,1.7
GameRun AI,1,1.0
Game Nation,1,2.4
Legalwiz.in,1,4.7
Leeway Softech,1,4.6
Learnqoch,1,4.0
Learnfly,1,4.1
Learneo Com,1,3.6
Leapstrat Interactive,1,4.3
Leanquality Solutions,1,4.1
Leadslogic Media,1,1.8
Leadpulse.io,1,3.6
Leading real estate developers in Delhi/NCR.,1,3.6
Gcube Info,1,3.6
Gavista Tech,1,3.6
Gaurs International School,1,4.1
Levrez Technologies Llp,1,3.6
Leverage Edu,1,4.0
Level Access,1,5.0
Letstransport,1,3.6
Letscms,1,4.7
Lester Infoservices,1,3.2
LenDenClub,1,3.7
Lemon Yellow Llp,1,3.1
Lemon Flip Solutions,1,3.4
Lemolite Technologies,1,2.1
Garudauav,1,3.7
Gartner,1,3.8
Garbha Gudi Ivf Centre,1,3.3
Gammastack,1,2.6
Gamlaa,1,3.8
Gaming,1,3.6
Lion Group,1,3.4
Linz Technologies,1,2.9
Linux Kernel Foundation,1,3.6
Linkcore Trading,1,3.6
Lincoln Pharmaceuticals,1,3.3
Limelitt,1,3.6
Limap Ai Spatial Solutions,1,5.0
Lima Consulting Group,1,3.6
Light Information Systems,1,3.7
Light & Wonder,1,3.8
Lifescience Intellipedia,1,3.9
Life Productions,1,2.3
Liberin Technologies,1,4.1
Lexplosion Solutions,1,2.5
Lexlegis,1,4.2
Lexiboom Ai,1,3.6
Ga Software Technologies,1,4.7
GSdigitalWebSolutions,1,3.7
GSPAN,1,3.6
GSC Technolabs,1,4.6
GSAUTO,1,3.9
GS1 India,1,3.1
Lloyds Infrastructure & Construction,1,3.5
Lloyd Business School,1,3.7
Livpure,1,3.8
Livestrong Technologies,1,3.3
Liveperson,1,2.7
Live Telco Com,1,3.6
Litmos,1,1.9
Listed Org with PAN India presence,1,3.6
Lion Vision,1,3.6
Lion Picture & Frames,1,2.6
Loom Solar,1,3.4
Lollypop Design Studio,1,2.6
Logixal Cloud Solutions,1,3.3
Logicserve Digital,1,2.9
Logicmotive Consultant,1,2.8
Logicmonitor,1,3.5
Log9 Materials,1,3.3
Locobuzz,1,2.9
Lobotus Technology,1,3.2
Loankuber,1,3.6
Loadshare Networks,1,3.5
Lloyds Technology Centre India,1,3.5
Lloyds Offshore Global Services,1,3.6
Galactis Ai Tech,1,3.2
Gainwell Commosales,1,4.0
Gaea Technologies,1,4.4
GO Perfecter Ai,1,3.6
GNA Energy,1,2.7
GMR Airports Infrastructure,1,3.5
GMI Research,1,4.4
GM Analytics Solutions,1,2.6
GLOINNT,1,4.0
GLA University,1,3.6
GJ Tech Solutions,1,2.0
GICIA (GIPL),1,4.0
GFE Business Services,1,3.6
GEx Search,1,3.9
GENZEON (INDIA) PRIVATE LIMITED,1,3.9
Lumina Datamatics,1,3.2
Lumel Technologies,1,3.7
Luma Financial Technologies,1,3.6
Lowe's,1,4.0
MBA Journals,1,3.6
MAQ Software,1,3.1
MALABAR GOLD & DIAMONDS,1,4.1
MAIER VIDORNO (M V),1,3.5
M3 Eu,1,3.6
M/S Dror Services,1,3.6
M Intergraph Systems,1,4.1
Lyftr Talent Solutions,1,4.4
Luxasia,1,4.0
Lux Industries,1,3.4
"Luthra & Luthra LLP, Chartered Accountants",1,2.9
Lumium,1,4.2
Luminous Infoways,1,3.0
Luminite Services,1,3.6
Luminedge Advisory,1,3.6
GOA Software Solutions,1,3.6
GCO Technology,1,4.2
G10 Consultancy,1,3.9
G-P/Globalization Partners,1,3.6
G R Consultants,1,3.6
G Mohandas & Associates,1,3.6
Futurism Technologie,1,3.6
Futuresoft,1,3.5
Futureacad,1,3.6
MJB Technologies,1,3.8
MIL Laboratories,1,3.1
MI Cnc Technologies,1,3.6
MG Tathya Solutions (MGTS),1,4.2
MFinwizard Technology Pvt Ltd ( Fisdom ),1,3.2
MDH Spices,1,3.0
MCT India Infotech Pvt. Ltd,1,3.6
MBS Global,1,3.6
MRO,1,3.0
MP Ensystems Advisory,1,5.0
MNC in B2B IT Services Sector,1,3.6
MNC Firm,1,3.6
MNC Client of GSN!,1,3.6
Futuralis,1,3.6
Fusion Practices,1,3.2
Funic Tech,1,3.6
Fullstack Solutions,1,3.6
Full Potential Solutions (fps),1,3.1
Fulfillment Iq,1,4.1
Fuld Consulting & Analytics,1,3.5
Fulcrum Worldwide Software,1,4.3
GE Appliances,1,3.9
GE Aerospace,1,4.0
GCV Life,1,3.1
Freudenberg Sealing Technologies,1,4.5
Freshworks,1,3.3
Fresh Baked Goodness,1,3.6
Freightos,1,3.2
Freestone Infotech,1,4.5
Freelancer Suresh J,1,3.6
Freedom From Diabetes,1,2.8
Madman Technologies,1,3.1
Madison Logic,1,2.6
Madhu Jayanti International,1,3.5
Maddisoft Solutions,1,3.6
Macrosoft,1,3.8
Machineastro Ahmedabad,1,3.6
Maarga Systems,1,3.9
MYND Intergrated Solutions,1,3.6
MX Build Technologies,1,3.2
Mahesha Software,1,2.0
Maharishi Solar Technology,1,3.6
Maharashtra Industries Development Institute,1,3.6
Magson Retail And Distribution,1,2.9
Magneto,1,3.1
Magnatron International,1,3.4
Magicmind Technologies,1,3.6
Magicbricks,1,3.9
Magicbox Services,1,3.6
Magic Infomedia,1,3.6
Magic EdTech,1,3.5
Magic Bus,1,3.8
Magellanix Technology Solutions,1,3.6
Fugetron Corporation,1,4.3
Ftf Pharma,1,3.8
Fristine Infotech,1,3.1
Frankfinn,1,3.9
Franchisebazar,1,4.2
Frameable,1,3.6
Fragile Websoft Technologies,1,3.6
Foxconn,1,3.8
Fox Sports,1,3.6
Fox It,1,3.5
Fournxt,1,3.4
Foundever,1,3.4
Fosterideaz Services Pvt Ltd.,1,3.6
Fossgen Technologies,1,4.0
Malay Infotech,1,3.3
Mako It Lab,1,4.6
Makerble,1,2.4
Majumdar And Co,1,3.6
Majmudar & Partners,1,4.7
Fortune Cloud Technologies,1,4.2
Fortune 500 supplychain Company,1,3.6
Fortune 500 Company in Industrial Automation,1,3.6
Fortuna Retail,1,3.5
Fortinet Technologies,1,3.8
Manta Health,1,3.6
Manobhu Technology,1,3.6
Manlitics B2b Ites,1,2.3
Manfra Executive Search,1,3.6
Manavlink Advisory,1,3.6
Manav It Solutions,1,3.6
Manasa Mitr Management Consultancy,1,3.6
Management and Computer Consultants (MCC),1,3.6
Management Consulting,1,3.6
ManageArtworks,1,3.5
Freecharge,1,3.7
Marici Solutions,1,3.6
Margy Tech,1,2.5
Margadarshak Centre For Agribusiness Development,1,3.6
Marcura India,1,3.4
Mapple Outright Services,1,2.0
Mappcall Technologies,1,3.6
Manureva Digital Solutions,1,4.4
Manuh Solutions,1,3.4
Manufapp,1,5.0
Mantras2success Consultants,1,3.6
Mantle Solutions,1,3.2
Mantech Publications,1,4.1
Fossee,1,4.9
Fospe Software,1,3.6
"Fortune India 500 MNC, Banking Firm",1,3.6
